"filename","AB","AF","AU","BP","C1","CC","CH","CL","CR","CT","CY","DE","DI","DT","EM","EP","FN","FU","FX","GA","GE","ID","IS","J9","JI","LA","LT","MC","MI","NR","PA","PD","PG","PI","PN","PS","PT","PU","PY","RI","RID","OI","PM","RP","SC","SI","SN","SO","SU","TA","TC","TI","UT","VR","VL","WC","Z9","refID"
"./data/WOS2018/K.txt",NA,"Laurance, WF
Merona, JMRD
Andrade, A
Laurance, SG
D'Angelo, S
Lovejoy, TE
Vasconcelos, HL
","Laurance, WF
Merona, JMRD
Andrade, A
Laurance, SG
D'Angelo, S
Lovejoy, TE
Vasconcelos, HL
","343
","Smithsonian Trop Res Inst, Balboa, Panama.
Natl Inst Amazonian Res, INPA, Biol Dynam Forest Fragments Project, BR-69011970 Manaus, Amazonas, Brazil.
",NA,NA,NA,NA,NA,NA,NA,"10.1017/S0266467403003389
",NA,NA,"347
","Clarivate Analytics Web of Science
",NA,NA,NA,NA,NA,NA,NA,NA,"English
",NA,NA,NA,"29
",NA,"MAY
",NA,NA,"3
",NA,"J
",NA,"2003
","Vasconcelos,Heraldo/C-3353-2013;Laurance,William/B-2709-2012;Laurance,Susan/G-6021-2011",NA,"Vasconcelos,Heraldo/0000-0001-6969-7131;Laurance, Susan/0000-0002-2831-2933 ",NA,"Laurance, WF (reprint author), Smithsonian Trop Res Inst, Apartado 2072, Balboa, Panama.
",NA,NA,"0266-4674
","JOURNAL OF TROPICAL ECOLOGY
",NA,NA,"22
","Rain-forest fragmentation and the phenology of Amazonian tree
communities
","WOS:000183658600014
","1.0
","19
","Ecology
","23
",1
"./data/WOS2018/K.txt",NA,"Moleon, M
Gil-Sanchez, JM
","Moleon, M
Gil-Sanchez, JM
","17
","Univ Granada, Fac Sci, Dept Anim Biol & Ecol, Granada 18071, Spain.
",NA,NA,NA,NA,NA,NA,NA,"10.1017/S0952836902003370
",NA,NA,"22
","Clarivate Analytics Web of Science
",NA,NA,NA,NA,NA,NA,NA,NA,"English
",NA,NA,NA,"54
",NA,"MAY
",NA,NA,"1
",NA,"J
",NA,"2003
","Moleon,Marcos/K-2875-2014",NA,"Moleon,Marcos/0000-0002-3126-619X ",NA,"Moleon, M (reprint author), C Cuba 2, Granada 18210, Spain.
",NA,NA,"0952-8369
","JOURNAL OF ZOOLOGY
",NA,NA,"26
","Food habits of the wildcat (Felis silvestris) in a peculiar habitat: the
Mediterranean high mountain
","WOS:000183462900003
","1.0
","260
","Zoology
","28
",2
"./data/WOS2018/K.txt",NA,"Fabrezi, M
Emerson, SB
","Fabrezi, M
Emerson, SB
","41
","Univ Nacl Salta, Museo Ciencias Nat, CONICET, RA-4400 Salta, Argentina.
Univ Utah, Dept Biol, Salt Lake City, UT 84112 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1017/S0952836903003479
",NA,"museo@unsa.edu.ar
","51
","Clarivate Analytics Web of Science
",NA,NA,NA,NA,NA,NA,NA,NA,"English
",NA,NA,NA,"49
",NA,"MAY
",NA,NA,"1
",NA,"J
",NA,"2003
",NA,NA,NA,NA,"Fabrezi, M (reprint author), Univ Nacl Salta, Museo Ciencias Nat, CONICET, Mendoza 2, RA-4400 Salta, Argentina.
",NA,NA,"0952-8369
","JOURNAL OF ZOOLOGY
",NA,NA,"25
","Parallelism and convergence in anuran fangs
","WOS:000183462900005
","1.0
","260
","Zoology
","29
",3
"./data/WOS2018/K.txt",NA,"Quesada, M
Stoner, KE
Rosas-Guerrero, V
Palacios-Guevara, C
Lobo, JA
","Quesada, M
Stoner, KE
Rosas-Guerrero, V
Palacios-Guevara, C
Lobo, JA
","400
","Univ Nacl Autonoma Mexico, Ctr Invest Ecosistemas, Morelia 58089, Michoacan, Mexico.
Univ Costa Rica, Escuela Biol, San Pedro, Costa Rica.
",NA,NA,NA,NA,NA,NA,NA,"10.1007/s00442-003-1234-3
",NA,"mquesada@oikos.unam.mx
","406
","Clarivate Analytics Web of Science
",NA,NA,NA,NA,NA,"3
",NA,NA,"English
",NA,NA,NA,"67
",NA,"MAY
",NA,NA,NA,NA,"J
",NA,"2003
","Stoner,Kathryn/E-1510-2015;Rosas-Guerrero,Victor/F-6740-2010",NA,"Stoner,Kathryn/0000-0002-9964-1697;Quesada, Mauricio/0000-0002-7776-9286 ","12721830
","Quesada, M (reprint author), Univ Nacl Autonoma Mexico, Ctr Invest Ecosistemas, Apartado Postal 27-3 Xangari, Morelia 58089, Michoacan, Mexico.
",NA,NA,"0029-8549
","OECOLOGIA
",NA,NA,"53
","Effects of habitat disruption on the activity of nectarivorous bats
(Chiroptera : Phyllostomidae) in a dry tropical forest: implications for
the reproductive success of the neotropical tree Ceiba grandiflora
","WOS:000183198000011
","1.0
","135
","Ecology
","57
",4
"./data/WOS2018/K.txt",NA,"Lau, P
Bosque, C
","Lau, P
Bosque, C
","593
","Univ Simon Bolivar, Dept Biol Organismos, Caracas 1080, Venezuela.
",NA,NA,NA,NA,NA,NA,NA,"10.1007/s00442-003-1216-5
",NA,NA,"600
","Clarivate Analytics Web of Science
",NA,NA,NA,NA,NA,"4
",NA,NA,"English
",NA,NA,NA,"38
",NA,"MAY
",NA,NA,NA,NA,"J
",NA,"2003
",NA,NA,NA,"12684863
","Lau, P (reprint author), Univ Simon Rodriguez, Inst Estudios Cient & Tecnol, Apartado 47925, Caracas 1042A, Venezuela.
",NA,NA,"0029-8549
","OECOLOGIA
",NA,NA,"48
","Pollen flow in the distylous Palicourea fendleri (Rubiaceae): an
experimental test of the Disassortative Pollen Flow Hypothesis
","WOS:000183722700013
","1.0
","135
","Ecology
","57
",5
"./data/WOS2018/K.txt",NA,"Lusk, CH
","Lusk, CH
","665
","Univ Concepcion, Dept Bot, Concepcion, Chile.
",NA,NA,NA,NA,NA,NA,NA,"10.1007/s00442-003-1266-8
",NA,"clusk@udec.cl
","665
","Clarivate Analytics Web of Science
",NA,NA,NA,NA,NA,"4
",NA,NA,"English
",NA,NA,NA,"1
",NA,"MAY
",NA,NA,NA,NA,"J
",NA,"2003
",NA,NA,NA,NA,"Lusk, CH (reprint author), Univ Concepcion, Dept Bot, Casilla 160-C, Concepcion, Chile.
",NA,NA,"0029-8549
","OECOLOGIA
",NA,NA,"0
","Leaf area accumulation helps juvenile evergreen trees tolerate shade in
a temperate rainforest (vol 132, pg 188, 2002)
","WOS:000183722700022
","1.0
","135
","Ecology
","0
",6
"./data/WOS2018/K.txt",NA,"Melo, AS
Pereira, RAS
Santos, AJ
Shepherd, GJ
Machado, G
Medeiros, HF
Sawaya, RJ
","Melo, AS
Pereira, RAS
Santos, AJ
Shepherd, GJ
Machado, G
Medeiros, HF
Sawaya, RJ
","398
","Univ Estadual Campinas, Inst Biol, Nat Hist Museum, BR-13083970 Campinas, SP, Brazil.
Univ Estadual Campinas, Inst Biol, Dept Bot, BR-13083970 Campinas, SP, Brazil.
Univ Estadual Campinas, Inst Biol, Dept Zool, BR-13083970 Campinas, SP, Brazil.
Univ Estadual Campinas, Inst Biol, Dept Genet & Evolucao, BR-13083970 Campinas, SP, Brazil.
",NA,NA,NA,NA,NA,NA,NA,"10.1034/j.1600-0706.2003.11893.x
",NA,NA,"410
","Clarivate Analytics Web of Science
",NA,NA,NA,NA,NA,"2
",NA,NA,"English
",NA,NA,NA,"41
",NA,"MAY
",NA,NA,NA,NA,"J
",NA,"2003
","Machado,Glauco/D-6983-2012;MuseudeZoologiadaUSP, MZ-USP/Q-2192-2016;Sawaya,Ricardo/F-9209-2012;Melo, Adriano/D-6859-2013;Pereira,Rodrigo/I-5967-2012;Santos, Adalberto/H-8349-2012",NA,"Pereira,Rodrigo/0000-0002-7736-4211;Santos, Adalberto/0000-0002-0010-346X;Sawaya,Ricardo/0000-0003-1897-1836 ",NA,"Melo, AS (reprint author), Univ Sao Paulo, FFCLRP, Dept Biol, Lab Entomol Aquat, BR-14040901 Ribeirao Preto, Brazil.
",NA,NA,"0030-1299
","OIKOS
",NA,NA,"43
","Comparing species richness among assemblages using sample units: why not
use extrapolation methods to standardize different sample sizes?
","WOS:000182800600019
","1.0
","101
","Ecology
","57
",7
"./data/WOS2018/K.txt",NA,"Sarmiento, L
Llambi, LD
Escalona, A
Marquez, N
","Sarmiento, L
Llambi, LD
Escalona, A
Marquez, N
","63
","Univ Los Andes, Fac Ciencias, ICAE, Merida 5101, Venezuela.
Univ York, Dept Biol, York YO10 5YW, N Yorkshire, England.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74
","Clarivate Analytics Web of Science
",NA,NA,NA,NA,NA,"1
",NA,NA,"English
",NA,NA,NA,"60
",NA,"MAY
",NA,NA,NA,NA,"J
",NA,"2003
",NA,NA,NA,NA,"Sarmiento, L (reprint author), Univ Los Andes, Fac Ciencias, ICAE, Merida 5101, Venezuela.
",NA,NA,"1385-0237
","PLANT ECOLOGY
",NA,NA,"55
","Vegetation patterns, regeneration rates and divergence in an old-field
succession of the high tropical Andes
","WOS:000182132400006
","1.0
","166
","Plant Sciences; Ecology; Forestry
","60
",8
"./data/WOS2018/K.txt",NA,"Parra-Tabla, V
Bullock, SH
","Parra-Tabla, V
Bullock, SH
","107
","Univ Autonoma Yucatan, Dept Ecol, FMVZ, Merida, Yucatan, Venezuela.
CICESE, Dept Ecol, Ensenada 22800, Baja California, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.1023/A:1023216220227
",NA,NA,"115
","Clarivate Analytics Web of Science
",NA,NA,NA,NA,NA,"1
",NA,NA,"English
",NA,NA,NA,"49
",NA,"MAY
",NA,NA,NA,NA,"J
",NA,"2003
","Parra-Tabla,Victor/H-7320-2015",NA,"Parra-Tabla,Victor/0000-0001-5920-0881 ",NA,"Parra-Tabla, V (reprint author), Univ Autonoma Yucatan, Dept Ecol, FMVZ, Apartado Postal 4-116, Merida, Yucatan, Venezuela.
",NA,NA,"1385-0237
","PLANT ECOLOGY
",NA,NA,"3
","Exploring the limiting causes of fruit production in the tropical tree
Ipomoea wolcottiana Rose (Convolvulaceae)
","WOS:000182132400009
","1.0
","166
","Plant Sciences; Ecology; Forestry
","3
",9
"./data/WOS2018/K.txt",NA,"Restrepo, C
Vitousek, P
Neville, P
","Restrepo, C
Vitousek, P
Neville, P
","131
","Stanford Univ, Dept Biol Sci, Stanford, CA 94305 USA.
Univ New Mexico, Earth Data Anal Ctr, Albuquerque, NM 87131 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1023/A:1023225419111
",NA,NA,"143
","Clarivate Analytics Web of Science
",NA,NA,NA,NA,NA,"1
",NA,NA,"English
",NA,NA,NA,"63
",NA,"MAY
",NA,NA,NA,NA,"J
",NA,"2003
",NA,NA,NA,NA,"Restrepo, C (reprint author), Univ Puerto Rico, Dept Biol, Rio Piedras, PR 00931 USA.
",NA,NA,"1385-0237
","PLANT ECOLOGY
",NA,NA,"17
","Landslides significantly alter land cover and the distribution of
biomass: an example from the Ninole ridges of Hawai'i
","WOS:000182132400011
","1.0
","166
","Plant Sciences; Ecology; Forestry
","17
",10
