"filename","AB","AF","AU","BP","C1","CC","CH","CL","CR","CT","CY","DE","DI","DT","EM","EP","FN","FU","FX","GA","GE","ID","IS","J9","JI","LA","LT","MC","MI","NR","PA","PD","PG","PI","PN","PS","PT","PU","PY","RI","RID","OI","PM","RP","SC","SI","SN","SO","SU","TA","TC","TI","UT","VR","VL","WC","Z9","refID"
"./data/WOS2011/uruguay.txt","Stable isotopes and mass-balance trophic models (e.g., ECOPATH) are
well-known and widely used approximations to describe food-web
structure, but their consistency is not properly established. Here we
analyze the food-web structure of a subtropical-temperate coastal lagoon
using two approaches: stable isotopic techniques and mass-balance
modelling, exploring also the correspondence between the outputs of both
methods. We compared trophic positions (TPs) derived by these two
approaches for 14 consumers in Laguna de Rocha (LR).TPs based on stable
isotopes were taken from a recent study. ECOPATH trophic levels were
estimated by a model presented here constructed based on field data for
the period 2003-2006 and literature data. The model incorporated over 50
species in 27 trophic groups, including primary producers, invertebrate
and vertebrate consumers. The origin and quality of data (pedigree
routine) indicated that 68% of the information was locally bound,
although several unknowns were detected. Birds and mammals represented
the highest trophic levels (4.2 and 3.98, respectively). Network
analysis estimated a size of the system (fluxes and biomasses) of 451 t
wet weight km(-2) year(-1), while transfer efficiency, primary
production/respiration and production/biomass ratios, and several
ecological indexes characterized LR as an underdeveloped system. TPs
derived from isotopic analysis were highly correlated with trophic
levels estimated by ECOPATH according to a linear regression model
through the origin (r(2) = 0.82, n = 14, p << 0.01). The slope of the
linear model (0.88 +/- 0.019, estimate +/- SD) indicated that TPs
derived from isotopic analyses were slightly higher (similar to 13.5% on
average) than those derived from the mass-balance model. Current results
support the overall consistency of the use of both stable isotopes and
mass-balance modelling approaches as descriptors of this aquatic
food-web. (C) 2010 Elsevier B.V. All rights reserved.
","Milessi, Andres C.
Danilo, Calliari
Laura, Rodriguez-Grana
Daniel, Conde
Sellanes, Javier
Rodriguez-Gallego, Lorena
","Milessi, AC
Danilo, C
Laura, RG
Daniel, C
Sellanes, J
Rodriguez-Gallego, L
","2859
","[Milessi, AC] Inst Nacl Invest & Desarrollo Pesquero INIDEP, Buenos Aires, DF, Argentina.
[Milessi, AC] Comis Invest Cient Prov Buenos Aires CIC, Buenos Aires, DF, Argentina.
[Danilo, C] Univ Republica, Fac Ciencias, Secc Oceanol, Montevideo, Uruguay.
[Laura, RG; Daniel, C; Rodriguez-Gallego, L] Univ Republica, Fac Ciencias, Secc Limnol, Montevideo, Uruguay.
[Sellanes, J] Univ Catolica Norte, Fac Ciencias Mar, Dept Biol Marina, Coquimbo, Chile.
[Sellanes, J] Univ Concepcion, Ctr Invest Oceanograf Pacifico Sur Oriental COPA, Concepcion, Chile.
",NA,NA,NA,NA,NA,NA,NA,"10.1016/j.ecolmodel.2010.08.037
","Article
","acmm@inidep.edu.ar
","2869
","NA
",NA,NA,NA,NA,NA,"24
",NA,NA,NA,NA,NA,NA,NA,NA,"DEC 15
",NA,NA,NA,NA,"J
",NA,"2010
",NA,NA,NA,NA,"Milessi, AC (reprint author), Inst Nacl Invest & Desarrollo Pesquero INIDEP, Paseo Victoria Ocampo 1,7600 Mar Plata, Buenos Aires, DF, Argentina
",NA,NA,"0304-3800
","ECOLOGICAL MODELLING
",NA,NA,"0
","Trophic mass-balance model of a subtropical coastal lagoon, including a
comparison with a stable isotope analysis of the food-web
","WOS:000284444300001
","1.0
","221
",NA,"0
",1
"./data/WOS2011/uruguay.txt","We model and compare for the first time the ecosystem structure and
trophic networks of two sandy beaches with contrasting morphodynamics (i
e dissipative and reflective) To this end an Ecopath model was
implemented to represent the macroscopic food web on each sandy beach
ecosystem The dissipative beach model comprised 20 compartments and the
reflective nine including detritus phyto plankton zooplankton benthic
invertebrates fishes and seabirds Input data mainly came from direct
surveys whereas additional information was gathered from published and
unpublished sources Results revealed a major number of top predators and
higher trophic levels (Us) in the dissipative beach (seabirds fishes
gastropods and the polychaete Hemipodus olivieri) than in the reflective
one (fishes and Hemipodus olivieri) Detritivorous and filter feeding
benthic invertebrates constituted intermediate trophic levels on both
beaches Exportation of most primary production and detritus was a common
feature with a detritivory herbivory ratio of 0 42 in the dissipative
beach and 0 51 in the reflective indicating a higher utilization of the
primary production in the former The aggregation analysis showed five
TLs in the dissipative beach and four in the reflective Lower transfer
efficiencies in the reflective beach could be attributed to a lower
diversity of predators when compared to the dissipative system
Comparison of global ecosystem properties showed that the dissipative
system had higher values for total system throughput total biomass net
production Ascendency and total number of pathways We concluded that the
greater diversity and biomass in the dissipative beach are reflected in
a higher dimension and ecosystem organization than in the reflective
beach thus providing new evidences at the ecosystem level about
well-established differences in biological descriptors between beach
types Finally we stressed the need for acquiring experimentally-based
information on benthic invertebrate s consumption rates and the
inclusion of the surf zone microbial loop and the interstitial
compartment to test for differences in structure and functioning of
these coastal ecosystems (C) 2010 Elsevier B V All rights reserved
","Lercari, Diego
Bergamino, Leandro
Defeo, Omar
","Lercari, D
Bergamino, L
Defeo, O
","2751
","[Lercari, D; Bergamino, L; Defeo, O] UNDECIMAR, Fac Ciencias, Montevideo 11400, Uruguay.
",NA,NA,NA,NA,NA,NA,NA,"10.1016/j.ecolmodel.2010.08.027
","Article
",NA,"2759
","NA
",NA,NA,NA,NA,NA,"23
",NA,NA,NA,NA,NA,NA,NA,NA,"NOV 24
",NA,NA,NA,NA,"J
",NA,"2010
",NA,NA,NA,NA,"Lercari, D (reprint author), UNDECIMAR, Fac Ciencias, Igua 4225, Montevideo 11400, Uruguay
",NA,NA,"0304-3800
","ECOLOGICAL MODELLING
",NA,NA,"0
","Trophic models in sandy beaches with contrasting morphodynamics
Comparing ecosystem structure and biomass flow
","WOS:000283980500003
","1.0
","221
",NA,"0
",2
"./data/WOS2011/uruguay.txt","Community assembly rules theory attempt to understand the processes that
determine the composition of local communities from a regional species
pool. Nestedness and negative co-occurrence are two of the most commonly
reported meta-community patterns, but almost exclusively from
terrestrial and freshwater ecosystems. Here we analyzed the structure of
species coexistence in six datasets containing presence/absence data for
120 marine benthic gastropod species in 249 sampling units on the
Uruguayan continental shelf and Rio de la Plata estuary. The ecological
features of this system, such as the idiosyncratic nature of the
biogeographic and oceanographic realms, are clearly different from those
observed in other systems previously targeted by studies on coexistence
structure. Community patterns were evaluated using null models and four
structure indices. The existence of patterns in community assembly, and
in particular segregated co-occurrence, was verified only when analyzing
the number of checkerboard units (CH index). This indicates more
mutually exclusive species pairs than expected by chance. Nestedness, on
the other hand, was not detected in any dataset. Storage and rescue
effects related to overall high immigration and low local extinction
rates are plausible mechanisms to account for the general pattern of
random species coexistence, while the segregated co-occurrence pattern
depicted by the CH index may be related to differential habitat
requirements within species pairs. Our study highlights the importance
of analyzing metacommunity structures in alternative biological,
environmental, and historical contexts in order to advance on the
construction of a general ecological theory, relating patterns with the
processes dominating in particular ecosystems.
","Carranza, Alvar
Arim, Matias
Scarabino, Fabrizio
Defeo, Omar
","Carranza, A
Arim, M
Scarabino, F
Defeo, O
","1312
","[Carranza, A; Defeo, O] Fac Ciencias, UNDECIMAR, Montevideo 11400, Uruguay.
[Arim, M] Fac Ciencias, Secc Zool Vertebrados, Montevideo 11400, Uruguay.
[Scarabino, F] Museo Nacl Hist Nat, Montevideo 11000, Uruguay.
[Carranza, A] Direcc Nacl Recursos Acuat, Montevideo 11200, Uruguay.
",NA,NA,NA,NA,NA,NA,NA,"10.1111/j.1600-0706.2009.18228.x
","Article
","alvardoc@fcien.edu.uy
","1318
","NA
",NA,NA,NA,NA,NA,"8
",NA,NA,NA,NA,NA,NA,NA,NA,"AUG
",NA,NA,NA,NA,"J
",NA,"2010
",NA,NA,NA,NA,"Carranza, A (reprint author), Fac Ciencias, UNDECIMAR, Igua 4225, Montevideo 11400, Uruguay
",NA,NA,"0030-1299
","OIKOS
",NA,NA,"2
","Coexistence patterns of benthic gastropods on the Uruguayan shelf
","WOS:000280356200012
","1.0
","119
",NA,"2
",3
"./data/WOS2011/uruguay.txt","Question
How does the ant Atta vollenweideri indirectly affect the shrub
Grabowskia duplicata? Does environmental modification induced by nest
building affect the life history and population structure of this
dominant shrub?
Location
Halophytic savanna of western Uruguay, South America.
Methods
We compared the density of three shrub size classes, seedlings, saplings
and adults, among patches created by ant nest building and in
non-modified areas. We studied key soil properties for plant growth in
both live nests and non-modified areas. We performed a greenhouse
experiment to study the effects of soils (live nest versus non-modified
area) on shrub germination probability. We also assessed vegetative
propagation by measuring the incidence of root suckers and clonal
offshoots in live nests and non-modified areas through a field survey.
Results
Seedling-size class was more abundant on live nests than in non-modified
areas, suggesting that environmental conditions of this type of habitat
(i.e. increased sodium and moisture content of soil, and decreased soil
compaction) could facilitate shrub recruitment. We did not find any
effects of soil type (live nests versus non-modified areas) on shrub
germination probability. However, the vegetative propagation incidence
was higher in the environment with live nests.
Conclusions
We found a strong indirect relationship between the ant A. vollenweideri
and the shrub G. duplicata. This relationship seems to be mediated by an
allogenic engineering process, i.e. soil bioturbation caused by nest
building. The environmental conditions of live nests seem to facilitate
shrub recruitment, mainly by increasing vegetative propagation.
","Sosa, Beatriz
Brazeiro, Alejandro
","Sosa, B
Brazeiro, A
","597
","[Sosa, B; Brazeiro, A] Univ Republica, Dept Ecol, Fac Ciencias, Montevideo 11400, Uruguay.
",NA,NA,NA,NA,NA,NA,NA,"10.1111/j.1654-1103.2010.01170.x
","Article
","beatriz@fcien.edu.uy
ecologiaap@gmail.com
","605
","NA
",NA,NA,NA,NA,NA,"3
",NA,NA,NA,NA,NA,NA,NA,NA,"JUN
",NA,NA,NA,NA,"J
",NA,"2010
",NA,NA,NA,NA,"Sosa, B (reprint author), Univ Republica, Dept Ecol, Fac Ciencias, Igua 4225,POB 10773, Montevideo 11400, Uruguay
",NA,NA,"1100-9233
","JOURNAL OF VEGETATION SCIENCE
",NA,NA,"0
","Positive ecosystem engineering effects of the ant Atta vollenweideri on
the shrub Grabowskia duplicata
","WOS:000276656500016
","1.0
","21
",NA,"0
",4
"./data/WOS2011/uruguay.txt","We report on the first sightings of the invasive Rapa Whelk Rapana
venosa in Maldonado Bay (Punta del Este Harbor and Gorriti Island) using
in vivo, underwater observations and video surveys. The species was
first detected in the Rio de la Plata (Uruguay and Argentina) in 1999,
and by 2004 it had extended its local distribution to Punta del Este at
the eastern boundary of the estuary. Observations performed by SCUBA
diving showed that R. venosa is preying on native mussels Mytilus edulis
and Brachidontes spp., and that formerly abundant mussel beds are being
seriously depleted due to a combination of human extraction, habitat
deterioration and predation by the Rapa Whelk.
","Carranza, Alvar
de Mello, Camila
Ligrone, Andres
Gonzalez, Silvana
Piriz, Pablo
Scarabino, Fabrizio
","Carranza, A
de Mello, C
Ligrone, A
Gonzalez, S
Piriz, P
Scarabino, F
","995
","[Carranza, A; Ligrone, A] UNDECIMAR, Fac Ciencias, Montevideo 11400, Uruguay.
[Carranza, A; de Mello, C; Gonzalez, S; Scarabino, F] Direcc Nacl Recursos Acuat, Montevideo 11200, Uruguay.
[Scarabino, F] Museo Nacl Hist Nat & Antropol, Montevideo 11000, Uruguay.
",NA,NA,NA,NA,NA,NA,NA,"10.1007/s10530-009-9534-0
","Article
","alvardoc@fcien.edu.uy
fscara@gmail.com
","998
","NA
",NA,NA,NA,NA,NA,"5
",NA,NA,NA,NA,NA,NA,NA,NA,"MAY
",NA,NA,NA,NA,"J
",NA,"2010
",NA,NA,NA,NA,"Carranza, A (reprint author), UNDECIMAR, Fac Ciencias, Igua 4225, Montevideo 11400, Uruguay
",NA,NA,"1387-3547
","BIOLOGICAL INVASIONS
",NA,NA,"2
","Observations on the invading gastropod Rapana venosa in Punta del Este,
Maldonado Bay, Uruguay
","WOS:000276509400004
","1.0
","12
",NA,"2
",5
"./data/WOS2011/uruguay.txt","The massive irruption of the invasive bryozoan Membraniporopsis tubigera
(Osburn) in sandy beaches of southern Brazil and Uruguay is reported.
The species, originally described from Puerto Rico, Texas and Florida,
has also been recorded for Brazilian beaches from 21A degrees S to 26A
degrees S as well as for harbours of Australia, New Zealand and the Sea
of Japan. The southward spreading rate of this bryozoan along the
Brazilian and Uruguayan coasts can be estimated in approximately 183-195
km year(-1). The chances that this invasion could proceed southwards in
the Southwest Atlantic and the possible impacts that it may be causing
are discussed. The case of M. tubigera seems to be qualitatively and
quantitatively different from those of other alien bryozoans previously
recorded for this region, since it appeared massively in exposed sandy
beaches, a habitat regarded to date as apparently free from the
pervasive ecological impact of invasion by exotic species in the
Southwest Atlantic.
","Lopez Gappa, Juan
Carranza, Alvar
Gianuca, Norton M.
Scarabino, Fabrizio
","Gappa, JL
Carranza, A
Gianuca, NM
Scarabino, F
","977
","[Gappa, JL] Museo Argentino Ciencias Nat Bernardino Rivadavia, Buenos Aires, DF, Argentina.
[Carranza, A] UNDECIMAR, Fac Ciencias, Montevideo 11400, Uruguay.
[Carranza, A; Scarabino, F] Direcc Nacl Recursos Acuat, Montevideo 11200, Uruguay.
[Gianuca, NM] Secretary Environm Affairs, BR-96205040 Rio Grande, RS, Brazil.
[Scarabino, F] Museo Nacl Hist Nat & Antropol, Montevideo 11000, Uruguay.
",NA,NA,NA,NA,NA,NA,NA,"10.1007/s10530-009-9522-4
","Article
","lgappa@mail.retina.ar
alvardoc@fcien.edu.uy
ngianuca@mikrus.com.br
fscara@gmail.com
","982
","NA
",NA,NA,NA,NA,NA,"5
",NA,NA,NA,NA,NA,NA,NA,NA,"MAY
",NA,NA,NA,NA,"J
",NA,"2010
",NA,NA,NA,NA,"Gappa, JL (reprint author), Museo Argentino Ciencias Nat Bernardino Rivadavia, Angel Gallardo 470,C1405DJR, Buenos Aires, DF, Argentina
",NA,NA,"1387-3547
","BIOLOGICAL INVASIONS
",NA,NA,"0
","Membraniporopsis tubigera, an invasive bryozoan in sandy beaches of
southern Brazil and Uruguay
","WOS:000276509400001
","1.0
","12
",NA,"0
",6
"./data/WOS2011/uruguay.txt",NA,"Soutullo, Alvaro
","Soutullo, A
","362
","[Soutullo, A] Museo Nacl Hist Nat, Montevideo 11000, Uruguay.
[Soutullo, A] Univ Alicante, Grp Invest Zool Vertebrados, Alicante, Spain.
",NA,NA,NA,NA,NA,NA,NA,NA,"Letter
","a.soutullo@gmail.com
","363
","NA
",NA,NA,NA,NA,NA,"2
",NA,NA,NA,NA,NA,NA,NA,NA,"APR
",NA,NA,NA,NA,"J
",NA,"2010
",NA,NA,NA,NA,"Soutullo, A (reprint author), Museo Nacl Hist Nat, Casilla Correo 399, Montevideo 11000, Uruguay
",NA,NA,"0888-8892
","CONSERVATION BIOLOGY
",NA,NA,"2
","Extent of the Global Network of Terrestrial Protected Areas
","WOS:000275877600002
","1.0
","24
",NA,"2
",7
"./data/WOS2011/uruguay.txt","Question: How does above-ground net primary production (ANPP) differ
(estimated from remotely sensed data) among vegetation units in
sub-humid temperate grasslands?
Location: Centre-north Uruguay.
Methods: A vegetation map of the study area was generated from LANDSAT
imagery and the landscape configuration described. The functional
heterogeneity of mapping units was analysed in terms of the fraction of
photosynthetically active radiation absorbed by green vegetation (fPAR),
calculated from the normalized difference vegetation index (NDVI) images
provided by the moderate resolution imaging spectroradiometer (MODIS)
sensor. Finally, the ANPP of each grassland class was estimated using
NDVI and climatic data.
Results: Supervised classification presented a good overall accuracy and
moderate to good average accuracy for grassland classes. Meso-xerophytic
grasslands occupied 45% of the area, Meso-hydrophytic grasslands 43% and
Lithophytic steppes 6%. The landscape was shaped by a matrix of large,
unfragmented patches of Meso-xerophytic and Meso-hydrophytic grasslands.
The region presented the lowest anthropic fragmentation degree reported
for the Rio de la Plata grasslands. All grassland units showed bimodal
annual fPAR seasonality, with spring and autumn peaks. Meso-hydrophytic
grasslands showed a radiation interception 10% higher than the other
units. On an annual basis, Meso-hydrophytic grasslands produced 3800 kg
dry matter (DM) ha(-1) yr(-1) and Meso-xerophytic grasslands and
Lithophytic steppes around 3400 kg.DM.ha(-1).yr(-1). Meso-xerophytic
grasslands had the largest spatial variation during most of the year.
The ANPP temporal variation was higher than the fPAR variability.
Conclusions: Our results provide valuable information for grazing
management (identifying spatial and temporal variations of ANPP) and
grassland conservation (identifying the spatial distribution of
vegetation units).
","Baeza, S.
Lezama, F.
Pineiro, G.
Altesor, A.
Paruelo, J. M.
","Baeza, S
Lezama, F
Pineiro, G
Altesor, A
Paruelo, JM
","72
","[Baeza, S; Altesor, A; Paruelo, JM] Univ Republica, Fac Ciencias, Dept Ecol, Secc Ecol Terrestre, Montevideo, Uruguay.
[Lezama, F] Inst Nacl Invest Agropecuaria, Treinta Y Tres 33000, Uruguay.
[Pineiro, G; Paruelo, JM] Univ Buenos Aires, Fac Agron, Lab Anal Reg & Teledetecc, CONICET,IFEVA, Buenos Aires, DF, Argentina.
",NA,NA,NA,NA,NA,NA,NA,"10.1111/j.1654-109X.2009.01051.x
","Article
","sbaeza@fcien.edu.uy
flezama@tyt.inia.org.uy
pineiro@ifeva.edu.ar
aaltesor@fcien.edu.uy
paruelo@agro.uba.ar
","85
","NA
",NA,NA,NA,NA,NA,"1
",NA,NA,NA,NA,NA,NA,NA,NA,"FEB
",NA,NA,NA,NA,"J
",NA,"2010
",NA,NA,NA,NA,"Baeza, S (reprint author), Univ Republica, Fac Ciencias, Dept Ecol, Secc Ecol Terrestre, Igua 4225, Montevideo, Uruguay
",NA,NA,"1402-2001
","APPLIED VEGETATION SCIENCE
",NA,NA,"0
","Spatial variability of above-ground net primary production in Uruguayan
grasslands: a remote sensing approach
","WOS:000273601700007
","1.0
","13
",NA,"1
",8
"./data/WOS2011/uruguay.txt","Ageing in the marine pelagic copepod Acartia tonsa results in decreased
feeding and production rates associated with an increase in the
accumulation of protein oxidative damage, as predicted by the oxidative
stress hypothesis. In laboratory experiments, we estimated sex-specific
ageing effects on feeding and oxidative damage and on egg production
rates of adult females. We also determined maternal effects on offspring
by measuring egg hatching success and oxidative damage of nauplii from
mothers of different ages. Males manifested more oxidative damage with
age than females, providing an alternative explanation for the shorter
life span in males. Older females produced fewer offspring, and nauplii
with higher protein oxidative damage, than younger females. This study
forms an empirical basis to link ageing, life span, sex differences and
maternal fitness in animals that also reflects natural copepod
population dynamics. Individual ageing processes and the resulting age
structure in the population modulate mortality risk, parental effects on
offspring performance, reproductive investment, and pelagic energy
fluxes.
","Rodriguez-Grana, Laura
Calliari, Danilo
Tiselius, Peter
Hansen, Benni Winding
Skold, Helen Nilsson
","Rodriguez-Grana, L
Calliari, D
Tiselius, P
Hansen, BW
Skold, HN
","1
","[Rodriguez-Grana, L; Calliari, D; Tiselius, P; Skold, HN] Univ Gothenburg, Dept Marine Ecol, SE-45034 Fiskebackskil, Sweden.
[Rodriguez-Grana, L; Calliari, D] Univ Republica, Fac Ciencias, Montevideo, Uruguay.
[Hansen, BW] Dept Environm Social & Spatial Change, DK-4000 Roskilde, Denmark.
",NA,NA,NA,NA,NA,NA,NA,"10.3354/meps08459
","Article
","laurod@fcien.edu.uy
","13
","NA
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J
",NA,"2010
",NA,NA,NA,NA,"Rodriguez-Grana, L (reprint author), Univ Gothenburg, Dept Marine Ecol, Kristineberg 566, SE-45034 Fiskebackskil, Sweden
",NA,NA,"0171-8630
","MARINE ECOLOGY-PROGRESS SERIES
",NA,NA,"4
","Gender-specific ageing and non-Mendelian inheritance of oxidative damage
in marine copepods
","WOS:000276021600001
","1.0
","401
",NA,"4
",9
"./data/WOS2011/uruguay.txt","Several conceptual models relating biological and morphodynamic
variables have been developed in sandy beach ecology. On estuarine sandy
beaches, a major environmental factor influencing macrofaunal
distribution is salinity. In this setting, the concurrent role of
large-scale estuarine and morphodynamic gradients in shaping demographic
patterns is still uncertain. To explain largescale variations in
demographic aspects of the mole crab Emerita brasiliensis, 16 Uruguayan
sandy beaches distributed along the estuarine gradient generated by the
Rio de la Plata were characterized in terms of beach morphology,
sediment traits and salinity over a 2 yr period. Abundance (total and
discriminated by reproductive and recruitment components), biomass and
body size of E. brasiliensis significantly increased from estuarine
reflective to oceanic dissipative beaches. Further, generalized models
(both additive and linear) showed that salinity, mean grain size and
swash width were the most important explanatory factors of
spatio-temporal variations in abundance. Sexually mature individuals and
megalopae were almost absent in estuarine and oceanic: reflective
beaches, whereas oceanic dissipative beaches showed polymodal size
structures with fully represented population components, together with
extended reproductive and recruitment periods. We conclude that (1)
morphodynamic and estuarine gradients are inextricably linked, affecting
mole crab demography; and (2) estuarine and oceanic reflective beaches
operate as sink habitats where populations do not prosper, whereas
oceanic dissipative beaches act as source habitats. We thus provide
empirical support to the source-sink hypothesis recently developed for
sandy beaches. These long-term variations in demographic processes
should be complemented by connectivity studies and genetic analyses in
order to gain a deeper understanding of metapopulation dynamics in sandy
beaches.
","Celentano, Eleonora
Gutierrez, Nicolas L.
Defeo, Omar
","Celentano, E
Gutierrez, NL
Defeo, O
","193
","[Celentano, E; Defeo, O] UNDECIMAR, Fac Ciencias, Montevideo 11400, Uruguay.
[Gutierrez, NL] Univ Washington, Sch Aquat & Fishery Sci, Seattle, WA 98195 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.3354/meps08342
","Article
","odefeo@dinara.gub.uy
","205
","NA
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J
",NA,"2010
","D-4026-2009",NA,NA,NA,"Defeo, O (reprint author), UNDECIMAR, Fac Ciencias, Igua 4225,POB 10773, Montevideo 11400, Uruguay
",NA,NA,"0171-8630
","MARINE ECOLOGY-PROGRESS SERIES
",NA,NA,"3
","Effects of morphodynamic and estuarine gradients on the demography and
distribution of a sandy beach mole crab: implications for source-sink
habitat dynamics
","WOS:000273968500015
","1.0
","398
",NA,"3
",10
